log_h,log_rel_error,l2norm,time_used,logTimeUsed
-1.041392685158225, -1.179697782181123, 12.00000000000000, 2.000000000000000E-06, -5.698970004336019
-2.004321373782643, -3.088036831558286, 102.0005882335980, 2.000000000000000E-06, -5.698970004336019
-3.000434077479319, -5.080051566878527, 1002.000050898496, 1.300000000000000E-05, -4.886056647693163
