log_h,log_rel_error,l2norm,time_used,logTimeUsed
-1.041392685158225, -1.179697782181124, 12.00000000000000, 8.000000000000000E-06, -5.096910013008056
-2.004321373782643, -3.088036831552412, 102.0005882335980, 0.001213000000000000, -2.916139199133427
