log_h,log_rel_error,l2norm,time_used,logTimeUsed
-1.041392685158225, -1.179697782181124, 12.00000000000000, 1.000000000000000E-06, -6.000000000000000
-2.004321373782643, -3.088036831552412, 102.0005882335980, 3.000000000000000E-06, -5.522878745280337
-3.000434077479319, -5.080051549975231, 1002.000050898496, 2.600000000000000E-05, -4.585026652029182
