rhoMax,omega,h,logH,relError,logRelError,timeUsed,logTimeUsed,N,logN,counter,logCounter,lambda1,lambda2,lambda3,convergenceSuccess
5.000000000000000, 1.000000000000000, 0.3846153846153846, -1.378511623253730, 0.3360784343916912, -1.573130124673349, 0.0001630000000000000, -12.58284041509310,              13, 3.700439718141092,               0,            -INF, 4.008235303175073, 7.979566988069485, 11.73625271188283, False
5.000000000000000, 1.000000000000000, 0.1923076923076923, -2.378511623253730, 0.3485651414506424, -1.520499796137667, 0.0002160000000000000, -12.17668106716071,              26, 4.700439718141092,               0,            -INF, 4.045695424351927, 7.853693486368661, 11.68173714537333, False
5.000000000000000, 1.000000000000000, 0.09615384615384616, -3.378511623253730, 0.3516150620379183, -1.507931222750800, 0.001099000000000000, -9.829592898374942,              52, 5.700439718141092,               0,            -INF, 4.054845186113755, 7.895789604902713, 11.78562202436290, False
5.000000000000000, 1.000000000000000, 0.04807692307692308, -4.378511623253730, 0.3523733571495038, -1.504823248271981, 0.006881000000000000, -7.183166040925990,             104, 6.700439718141092,               0,            -INF, 4.057120071448511, 7.906772432636341, 11.81460800057867, True
