6.94623667667251e-310,4.13170350355252e+03,-2.51225608607851e-02
6.94623667667251e-310,4.59991085984906e+03,-2.47929995398280e-02
4.67603144021349e-310,4.03537954164455e+03,-5.92530511875845e-02
4.67603144021349e-310,4.27319534406493e+03,-3.33152023489703e-03
2.15994162633219e+03,4.43912434014419e+03,-7.18699284293843e-02
2.31269916325893e+03,4.10384630488670e+03,1.72893139528276e-02
2.17012513681098e+03,4.70901160574913e+03,-5.16458026177088e-02
2.19290706647871e+03,4.30072545840117e+03,1.17539827850393e-02
2.22485209136008e+03,4.65401345552995e+03,-1.67031590079842e-02
2.17918348862277e+03,4.38265265802293e+03,9.50910562721731e-03
2.19805504484529e+03,4.38188892219688e+03,4.64006988358453e-02
2.14281291564254e+03,4.37025343523933e+03,-3.17052778183660e-02
2.14817420772200e+03,4.55573171943131e+03,1.29645742441396e-02
2.13529461200701e+03,4.20512782431023e+03,7.27817129761885e-02
2.08180531892769e+03,4.44051195035194e+03,1.52417225654895e-02
2.21324331286007e+03,4.19806321767410e+03,3.46503867356015e-03
2.12911270699018e+03,4.29610133994020e+03,1.09462265481282e-02
2.25995786212184e+03,4.29340964150447e+03,4.89344408260527e-02
2.02823807584009e+03,4.44540162072318e+03,2.99849552493752e-02
2.23331318212816e+03,4.41014405311123e+03,4.58113822333119e-02
2.09865674013743e+03,4.33888591025732e+03,-4.41912218277574e-02
2.13866862304815e+03,4.16220038807060e+03,6.93518941549619e-02
2.22953972841006e+03,4.36597148468956e+03,1.30228518429235e-02
2.18421627319405e+03,4.49058622591618e+03,1.39284147185000e-02
2.12820514517180e+03,4.39519090437368e+03,-9.46719092254101e-03
2.15248000361850e+03,4.43890406255571e+03,-6.01709327289297e-02
2.22170121293702e+03,4.21774256714560e+03,5.77737071544060e-03
2.08984420368181e+03,4.37716528079467e+03,-2.48089428112086e-02
2.19267231697027e+03,4.43759572340085e+03,-7.49273076655773e-02
2.17814727975431e+03,4.15252019918497e+03,-6.87558645749915e-02
2.15436683664921e+03,4.52679747440516e+03,3.64440905230327e-02
2.17311617437093e+03,4.34057736834437e+03,4.02014953218465e-02
2.18936732595148e+03,4.40159032540542e+03,-1.04028400949946e-01
2.14932780181569e+03,4.29646615267541e+03,-2.92489065593524e-02
2.00509912222279e+03,4.44964928860744e+03,-2.86431157107276e-03
2.14600644847898e+03,4.34682386903684e+03,-1.04970115446840e-02
2.12325795763098e+03,4.16439413196898e+03,-1.49167910119821e-02
2.11026686481498e+03,4.13001959299451e+03,-3.76419437017779e-02
2.09466426727270e+03,4.40704173933440e+03,1.59551693057658e-02
2.13460279669761e+03,4.18365315880656e+03,8.17144398224905e-02
2.17862140342843e+03,4.23214404466101e+03,-7.69081027574105e-03
1.99254094795500e+03,4.24305893557713e+03,7.76217719018194e-04
2.02947592921889e+03,4.33117247241777e+03,6.64384680685213e-02
2.11191017471429e+03,4.24976200668219e+03,5.87905354180271e-02
2.06125153040897e+03,3.94290125490391e+03,5.59807690220692e-02
2.12476772544161e+03,4.25594586304617e+03,-2.38464426206308e-03
2.04924938647185e+03,4.21978070693958e+03,4.31767668730652e-02
2.07358747689812e+03,4.10581358464574e+03,1.17347654849608e-02
2.02456778202315e+03,4.40403192419051e+03,9.80807625083269e-03
2.03877203431363e+03,4.05304341098737e+03,2.44998143274984e-02
2.03414189543822e+03,4.24136251473338e+03,9.11395222720693e-03
2.05505813001308e+03,4.02695077277470e+03,-1.20695357918587e-02
2.09996063006888e+03,4.11623135467624e+03,-2.69269341708636e-03
1.96965139787254e+03,4.06450342593435e+03,-2.37289911444541e-02
2.07340143533768e+03,4.42240112902474e+03,-2.24501461877330e-02
2.04480598439661e+03,4.06833057719464e+03,-7.17873417099017e-02
2.15020217505356e+03,4.07336693953871e+03,-2.54195158154324e-02
2.02684075193791e+03,4.35783893030234e+03,-5.84213065259003e-02
2.02598211522940e+03,4.15752827635144e+03,-4.75416428818373e-02
1.97320240693511e+03,4.27158811441293e+03,-1.42909453468140e-02
2.16906348786440e+03,3.95938141997368e+03,-6.44659781752308e-02
1.95945567545837e+03,4.09066408514891e+03,3.61700558210017e-02
2.11265300682766e+03,4.26154989536088e+03,-5.55628221531539e-02
1.91463383514852e+03,4.12417997872910e+03,1.72162297024557e-02
2.08662176618012e+03,4.20251253880868e+03,-2.60387145252853e-02
2.10197414441235e+03,3.86060407114850e+03,7.74589555597213e-03
2.00510226069223e+03,4.30439073794714e+03,9.63381878807401e-03
2.03865156825020e+03,4.17085712280855e+03,4.37846805109733e-02
1.95798579963896e+03,4.35626359224786e+03,7.48555929929286e-03
2.07666008648813e+03,4.09044614509893e+03,7.36243417906743e-02
1.88517084557244e+03,4.08907998824882e+03,5.48457591093487e-02
2.03709538336582e+03,4.28836809419742e+03,3.14205893261880e-02
1.91896384342488e+03,3.81669028230007e+03,1.04886251405942e-01
0.00000000000000e+00,4.11562698788353e+03,6.35660939514390e-02
0.00000000000000e+00,3.99613720948755e+03,-3.00456822942360e-02
0.00000000000000e+00,0.00000000000000e+00,7.94823755419993e-02
0.00000000000000e+00,0.00000000000000e+00,1.35612588298456e-02
0.00000000000000e+00,0.00000000000000e+00,3.17534439489359e-02
0.00000000000000e+00,0.00000000000000e+00,1.50265086023583e-02
0.00000000000000e+00,0.00000000000000e+00,-1.26388446111963e-02
0.00000000000000e+00,0.00000000000000e+00,5.05467451955023e-02
0.00000000000000e+00,0.00000000000000e+00,-1.84499315750335e-02
0.00000000000000e+00,0.00000000000000e+00,-5.68065739050819e-02
0.00000000000000e+00,0.00000000000000e+00,2.43710608433808e-02
0.00000000000000e+00,0.00000000000000e+00,-1.07570141547039e-01
0.00000000000000e+00,0.00000000000000e+00,-1.39055633888808e-02
0.00000000000000e+00,0.00000000000000e+00,-6.83239951506864e-02
0.00000000000000e+00,0.00000000000000e+00,-3.74092293767547e-02
0.00000000000000e+00,0.00000000000000e+00,-4.89862372818146e-02
0.00000000000000e+00,0.00000000000000e+00,-4.00909424551390e-02
0.00000000000000e+00,0.00000000000000e+00,-8.51338083259716e-03
0.00000000000000e+00,0.00000000000000e+00,-1.13843375484429e-02
0.00000000000000e+00,0.00000000000000e+00,-7.54467744153131e-02
0.00000000000000e+00,0.00000000000000e+00,6.37610210501875e-02
0.00000000000000e+00,0.00000000000000e+00,-4.88650017899770e-03
0.00000000000000e+00,0.00000000000000e+00,1.81255430308735e-02
0.00000000000000e+00,0.00000000000000e+00,1.13745557402099e-02
0.00000000000000e+00,0.00000000000000e+00,3.96409468562551e-02
0.00000000000000e+00,0.00000000000000e+00,1.16843470316480e-02
0.00000000000000e+00,0.00000000000000e+00,3.77704561416266e-02
0.00000000000000e+00,0.00000000000000e+00,5.78874928565775e-02
0.00000000000000e+00,0.00000000000000e+00,6.07987138417680e-02
0.00000000000000e+00,0.00000000000000e+00,6.33764983206282e-02
0.00000000000000e+00,0.00000000000000e+00,4.53578747280938e-02
