             10            128      1.0000000     -1.9989062   0.0082714844     0.99972656  0.00051696777     0.99972656   0.0082714844  0.00051696777
             18            256      1.0000000     -1.9973047    0.020375366     0.99931641   0.0013365173     0.99931641    0.020375366   0.0013365173
             40            512      1.0000000     -1.9977344    0.019821777     0.99942383   0.0013711166     0.99942383    0.019821777   0.0013711166
             66           1024      1.0000000     -1.9972363    0.024718285     0.99929199   0.0016842556     0.99929199    0.024718285   0.0016842556
            170           2048      1.0000000     -1.9970557    0.024090948     0.99925049   0.0015965819     0.99925049    0.024090948   0.0015965819
            358           4096      1.0000000     -1.9970508    0.023513031     0.99924561   0.0015936446     0.99924561    0.023513031   0.0015936446
            596           8192      1.0000000     -1.9972827    0.022280920     0.99931091   0.0014592336     0.99931091    0.022280920   0.0014592336
           1236          16384      1.0000000     -1.9970868    0.023946596     0.99925751   0.0016123676     0.99925751    0.023946596   0.0016123676
           2446          32768      1.0000000     -1.9971234    0.024050939     0.99926575   0.0016160141     0.99926575    0.024050939   0.0016160141
           4824          65536      1.0000000     -1.9972157    0.022975183     0.99928833   0.0015540022     0.99928833    0.022975183   0.0015540022
           9478         131072      1.0000000     -1.9972305    0.022707160     0.99929333   0.0015288374     0.99929333    0.022707160   0.0015288374
          19353         262144      1.0000000     -1.9971789    0.023333234     0.99927990   0.0015703837     0.99927990    0.023333234   0.0015703837
          37915         524288      1.0000000     -1.9971558    0.023457020     0.99927482   0.0015732625     0.99927482    0.023457020   0.0015732625
          75328        1048576      1.0000000     -1.9971618    0.023317544     0.99927605   0.0015651637     0.99927605    0.023317544   0.0015651637
         151464        2097152      1.0000000     -1.9971580    0.023404546     0.99927550   0.0015680149     0.99927550    0.023404546   0.0015680149
