           4315            128      2.4000000     -1.0553125      8.9505859    -0.11332031      11.713354     0.23011719      1.5539212      4.8805641
           7600            256      2.4000000     -1.1302734      10.915439   -0.019628906      15.167342     0.35255859      1.8950415      6.3197260
          14856            512      2.4000000     -1.1810938      7.6999902     0.11844727      16.091730     0.35014648      1.3368039      6.7048874
          28721           1024      2.4000000     -1.2208594      10.667283     0.12828125      25.348921     0.42510742      1.8519588      10.562050
          59147           2048      2.4000000     -1.2376904      9.1506593     0.25903320      19.687769     0.46694824      1.5886561      8.2032370
         112877           4096      2.4000000     -1.2295117      8.0425804   -0.013171387      20.345227     0.45190918      1.3962813      8.4771777
         227803           8192      2.4000000     -1.2131287      8.0556110   -0.081266479      23.127313     0.38516174      1.3985436      9.6363802
         449264          16384      2.4000000     -1.2356293      8.0808816    -0.13808350      20.874951     0.45452698      1.4029308      8.6978962
         874011          32768      2.4000000     -1.2382617      8.2477171   -0.024465637      21.082669     0.45805084      1.4318953      8.7844455
        1752229          65536      2.4000000     -1.2416911      8.0274821   -0.012129364      20.866775     0.46161865      1.3936601      8.6944894
        3536011         131072      2.4000000     -1.2356905      8.0267118  0.00061141968      21.404396     0.44859596      1.3935263      8.9184985
        7053079         262144      2.4000000     -1.2369531      8.1275778    0.013399906      21.422250     0.45207594      1.4110378      8.9259373
       14107537         524288      2.4000000     -1.2364982      8.0668828    0.043143339      21.182243     0.45193929      1.4005005      8.8259345
       28225106        1048576      2.4000000     -1.2358932      8.1291804  -0.0037205362      21.426146     0.45059141      1.4113160      8.9275610
       56528774        2097152      2.4000000     -1.2375484      8.1129727    0.013383491      21.152174     0.45539847      1.4085022      8.8134058
