           7184            128      3.8000000    -0.64742188      10.771404     0.10921875      12.559600     0.17296875     0.74594209      3.3051578
          14829            256      3.8000000    -0.60382812      7.5663257    0.052656250      7.6345795     0.12527344     0.52398377      2.0090999
          29583            512      3.8000000    -0.60990234      5.5942931    0.016796875      5.4385132     0.10742188     0.38741642      1.4311877
          59607           1024      3.8000000    -0.60578125      4.0059277    0.033920898      3.4430061     0.10027832     0.27741882     0.90605424
         119466           2048      3.8000000    -0.60503418      3.4873433    0.010280762      2.8270620    0.094548340     0.24150577     0.74396367
         239984           4096      3.8000000    -0.59632812      3.0832202   0.0066821289      2.0861605    0.088156738     0.21351941     0.54898960
         479136           8192      3.8000000    -0.59566284      3.1048536   0.0074798584      1.9312129    0.087804565     0.21501756     0.50821392
         962041          16384      3.8000000    -0.59504395      2.9870695  -0.0016589355      1.8269865    0.088307495     0.20686077     0.48078592
        1921983          32768      3.8000000    -0.59476379      2.8629391   0.0022120667      1.7785876    0.088502045     0.19826448     0.46804937
        3848085          65536      3.8000000    -0.59339371      2.8468708  -0.0018922424      1.7736913    0.088079681     0.19715171     0.46676086
        7692849         131072      3.8000000    -0.59377815      2.8564915  6.7520142E-06      1.7683179    0.087853737     0.19781797     0.46534681
       15378300         262144      3.8000000    -0.59365307      2.8336487  0.00030944824      1.7605249    0.088345757     0.19623606     0.46329602
       30772716         524288      3.8000000    -0.59401287      2.8351852 -0.00066473961      1.7483037    0.088103552     0.19634246     0.46007992
       61550397        1048576      3.8000000    -0.59397315      2.8321747  0.00016523838      1.7463380    0.087903581     0.19613399     0.45956263
      123093011        2097152      3.8000000    -0.59388324      2.8401334  0.00023094177      1.7433094    0.087941570     0.19668514     0.45876564
