           1542            128      1.0000000     -1.5935156      20.960994    -0.17390625      20.545466     0.34257813      20.960994      20.545466
           2344            256      1.0000000     -1.7735156      20.835994    -0.26201172      43.387441     0.63873047      20.835994      43.387441
           3023            512      1.0000000     -1.7852734      15.527939    -0.12913086      58.226237     0.50297852      15.527939      58.226237
           1522           1024      1.0000000     -1.9018457      10.525005     0.83783691      25.204157     0.83809082      10.525005      25.204157
           2150           2048      1.0000000     -1.9653906      5.9943921    -0.48451904      10.171155     0.95531982      5.9943921      10.171155
          10355           4096      1.0000000     -1.8807471      7.6321400     0.27022461      63.208754     0.65733643      7.6321400      63.208754
           8046           8192      1.0000000     -1.9685254      3.0848040  -0.0080688477      19.894957     0.92510132      3.0848040      19.894957
           2199          16384      1.0000000     -1.9622021      3.3174938    -0.11161743      28.634539     0.89534363      3.3174938      28.634539
           5744          32768      1.0000000     -1.9878729      1.1159051   -0.023763275      6.5968947     0.97568466      1.1159051      6.5968947
           6615          65536      1.0000000     -1.9964030     0.17960443    -0.99826454     0.24524244     0.99826775     0.17960443     0.24524244
          11794         131072      1.0000000     -1.9905994     0.70133946    -0.47780102      6.9054388     0.97830730     0.70133946      6.9054388
          78270         262144      1.0000000     -1.9938195     0.36647321   -0.010803299      3.4182058     0.98872818     0.36647321      3.4182058
          56694         524288      1.0000000     -1.9965695    0.089137244    -0.49785728     0.57853001     0.99755931    0.089137244     0.57853001
          77940        1048576      1.0000000     -1.9965985    0.086463712   0.0019850111     0.55262585     0.99756284    0.086463712     0.55262585
         154627        2097152      1.0000000     -1.9970842    0.032215369    -0.49949303    0.051093359     0.99911606    0.032215369    0.051093359
